fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.8626568394695528,0.5658891457026418,0.2207912139862166,0.7504820735256209,0.076748054083525,2.94152760250597,2.3588293331511916,0.7883860029844576,0.9478435456417079,-0.20357893419379636,-1.6647279668212673
0.9918666697153924,-1.0294552606133385,2.9209872760982347,-0.3929422996098024,-0.17512717207717535,-0.08344182815944687,0.2138311851665202,-0.64578381023452,0.3870057804555531,-0.8765348739520629,1.6314938292324819
-1.5581031554139069,-0.722658259398727,0.9823849750947348,0.14758558587239776,0.27265100776407003,0.5887736008773123,1.2597393730268143,-0.3722909621323172,-0.1738319847305989,-0.7419436860004098,-0.6223330401458279
-0.7081132137041406,0.38181094497387497,-0.5408025471223012,-0.08109928875468703,-0.5669330794382652,0.7008095057167723,0.26701295743060294,-0.9593000019614788,0.13774455148393216,-0.6073524980487564,0.7017902457301428
-0.3990259621733162,0.01365454351634103,-0.40233095419347964,-0.7463643785789333,-0.5109608069581095,1.5410787920127211,0.39110375938012937,-1.8131313326220875,-1.3578228223458104,-0.4054657161212766,1.4624568140502374
-0.9399286523522586,-0.8453770598845716,0.42849860337944895,-0.8711015829209795,-0.6229053519184208,0.36470179119839263,-0.21162299294614184,-2.0299244439226083,-0.6723544426738464,-0.06898774624214292,1.8850493520058464
-0.7853850265868464,-0.3545018579411929,0.6362059927726809,-0.10188882281169465,-0.3710301257577204,1.0929351726548817,1.2774666304481752,-0.5190432220896076,0.07542924424102483,0.7385593814677771,0.279197707774534
-1.0944722781176708,-1.3362522618279502,-0.7485099365155333,-0.8711015829209795,-0.0072103546367083896,0.2526658863589327,0.08974038321699376,-1.3128395373131194,0.6362670094271768,-1.3476040317828497,0.7863087533212643
-0.6308414008214341,-0.1704236572124261,-0.2638593612646581,-0.829522514806964,-0.5389469431981874,-1.0357470192948557,0.05428586837427193,-0.9459588874198934,0.6362670094271768,-0.13628334021796965,-0.05887632258995337
1.7645847985424528,1.3635613488606324,0.08231962105739543,-0.6424167082938949,0.91633214128586,0.2526658863589327,-0.8675315175364957,0.821738789338384,0.3870057804555531,1.3442197272502168,1.1243827836857516
